timestamp,gpu_id,memory_used_mb,memory_total_mb,utilization_percent
2025-09-15 22:46:49,0,4009,6141,90
2025-09-15 22:46:51,0,4009,6141,97
2025-09-15 22:46:53,0,4009,6141,84
2025-09-15 22:46:55,0,4009,6141,90
2025-09-15 22:46:57,0,4009,6141,87
2025-09-15 22:46:59,0,4009,6141,86
2025-09-15 22:47:01,0,4009,6141,87
2025-09-15 22:47:03,0,4009,6141,98
2025-09-15 22:47:05,0,4009,6141,90
2025-09-15 22:47:07,0,4009,6141,95
2025-09-15 22:47:09,0,4009,6141,85
2025-09-15 22:47:11,0,4009,6141,82
2025-09-15 22:47:13,0,4009,6141,84
2025-09-15 22:47:15,0,4009,6141,86
2025-09-15 22:47:17,0,4009,6141,100
2025-09-15 22:47:19,0,4009,6141,95
2025-09-15 22:47:21,0,4009,6141,98
2025-09-15 22:47:23,0,4009,6141,95
2025-09-15 22:47:25,0,4009,6141,88
2025-09-15 22:47:27,0,4009,6141,86
2025-09-15 22:47:29,0,4009,6141,86
2025-09-15 22:47:32,0,4009,6141,87
2025-09-15 22:47:34,0,4009,6141,89
2025-09-15 22:47:36,0,4009,6141,81
2025-09-15 22:47:38,0,4009,6141,85
2025-09-15 22:47:40,0,4009,6141,92
2025-09-15 22:47:42,0,4009,6141,80
2025-09-15 22:47:44,0,4009,6141,84
2025-09-15 22:47:46,0,4009,6141,100
2025-09-15 22:47:48,0,4009,6141,90
2025-09-15 22:47:50,0,4009,6141,95
2025-09-15 22:47:52,0,4009,6141,82
2025-09-15 22:47:54,0,4009,6141,90
2025-09-15 22:47:56,0,4009,6141,97
2025-09-15 22:47:58,0,4009,6141,96
2025-09-15 22:48:00,0,4009,6141,95
2025-09-15 22:48:02,0,4009,6141,86
2025-09-15 22:48:04,0,4009,6141,90
2025-09-15 22:48:06,0,4009,6141,80
2025-09-15 22:48:08,0,4009,6141,90
2025-09-15 22:48:10,0,4009,6141,100
2025-09-15 22:48:12,0,4009,6141,95
2025-09-15 22:48:14,0,4009,6141,86
2025-09-15 22:48:16,0,4009,6141,85
2025-09-15 22:48:18,0,4009,6141,99
2025-09-15 22:48:20,0,4009,6141,83
2025-09-15 22:48:22,0,4009,6141,99
2025-09-15 22:48:24,0,4009,6141,93
2025-09-15 22:48:26,0,4009,6141,89
2025-09-15 22:48:28,0,4009,6141,93
2025-09-15 22:48:30,0,4009,6141,90
2025-09-15 22:48:32,0,4009,6141,82
2025-09-15 22:48:34,0,4009,6141,93
2025-09-15 22:48:36,0,4009,6141,86
2025-09-15 22:48:38,0,4009,6141,87
2025-09-15 22:48:41,0,4009,6141,83
2025-09-15 22:48:43,0,4009,6141,100
2025-09-15 22:48:45,0,4009,6141,83
2025-09-15 22:48:47,0,4009,6141,97
2025-09-15 22:48:49,0,4009,6141,85
2025-09-15 22:48:51,0,4009,6141,95
2025-09-15 22:48:53,0,4009,6141,97
2025-09-15 22:48:55,0,4009,6141,80
2025-09-15 22:48:57,0,4009,6141,85
2025-09-15 22:48:59,0,4009,6141,87
2025-09-15 22:49:01,0,4009,6141,84
2025-09-15 22:49:03,0,4009,6141,97
2025-09-15 22:49:05,0,4009,6141,95
2025-09-15 22:49:07,0,4009,6141,97
2025-09-15 22:49:09,0,4009,6141,95
2025-09-15 22:49:11,0,4009,6141,83
2025-09-15 22:49:13,0,4009,6141,96
2025-09-15 22:49:15,0,4009,6141,89
2025-09-15 22:49:17,0,4009,6141,88
2025-09-15 22:49:19,0,4009,6141,91
2025-09-15 22:49:21,0,4009,6141,89
2025-09-15 22:49:23,0,4009,6141,87
2025-09-15 22:49:25,0,4009,6141,83
2025-09-15 22:49:27,0,4009,6141,97
2025-09-15 22:49:29,0,4009,6141,90
2025-09-15 22:49:31,0,4009,6141,86
2025-09-15 22:49:33,0,4009,6141,99
2025-09-15 22:49:35,0,4009,6141,92
2025-09-15 22:49:37,0,4009,6141,95
2025-09-15 22:49:39,0,4009,6141,100
2025-09-15 22:49:41,0,4009,6141,96
2025-09-15 22:49:43,0,4009,6141,86
2025-09-15 22:49:45,0,4009,6141,7
2025-09-15 22:49:47,0,4009,6141,85
2025-09-15 22:49:49,0,4009,6141,83
2025-09-15 22:49:52,0,4009,6141,93
2025-09-15 22:49:54,0,4009,6141,97
2025-09-15 22:49:56,0,4009,6141,97
2025-09-15 22:49:58,0,4009,6141,85
2025-09-15 22:50:00,0,4009,6141,93
2025-09-15 22:50:02,0,4009,6141,86
2025-09-15 22:50:04,0,4009,6141,87
2025-09-15 22:50:06,0,4009,6141,94
2025-09-15 22:50:08,0,4009,6141,81
2025-09-15 22:50:10,0,4009,6141,92
2025-09-15 22:50:12,0,4009,6141,86
2025-09-15 22:50:14,0,4009,6141,99
2025-09-15 22:50:16,0,4009,6141,92
2025-09-15 22:50:18,0,4009,6141,100
2025-09-15 22:50:20,0,4009,6141,97
2025-09-15 22:50:22,0,4009,6141,90
2025-09-15 22:50:24,0,4009,6141,96
2025-09-15 22:50:26,0,4009,6141,97
2025-09-15 22:50:28,0,4009,6141,86
2025-09-15 22:50:30,0,4009,6141,98
2025-09-15 22:50:32,0,4009,6141,88
2025-09-15 22:50:34,0,4009,6141,84
2025-09-15 22:50:36,0,4009,6141,96
2025-09-15 22:50:38,0,4009,6141,97
2025-09-15 22:50:40,0,4009,6141,95
2025-09-15 22:50:42,0,4009,6141,83
2025-09-15 22:50:44,0,4009,6141,83
2025-09-15 22:50:46,0,4009,6141,85
2025-09-15 22:50:48,0,4009,6141,93
2025-09-15 22:50:50,0,4009,6141,88
2025-09-15 22:50:52,0,4009,6141,82
2025-09-15 22:50:54,0,4009,6141,87
2025-09-15 22:50:56,0,4009,6141,95
2025-09-15 22:50:59,0,4009,6141,100
2025-09-15 22:51:01,0,4009,6141,87
2025-09-15 22:51:03,0,4009,6141,80
2025-09-15 22:51:05,0,4009,6141,97
2025-09-15 22:51:07,0,4009,6141,100
2025-09-15 22:51:09,0,4009,6141,87
2025-09-15 22:51:11,0,4009,6141,91
2025-09-15 22:51:13,0,4009,6141,87
2025-09-15 22:51:15,0,4009,6141,37
2025-09-15 22:51:17,0,4009,6141,100
2025-09-15 22:51:19,0,4009,6141,87
2025-09-15 22:51:21,0,4009,6141,96
2025-09-15 22:51:23,0,4009,6141,86
2025-09-15 22:51:25,0,4009,6141,97
2025-09-15 22:51:27,0,4009,6141,95
2025-09-15 22:51:29,0,4009,6141,99
2025-09-15 22:51:31,0,4009,6141,80
2025-09-15 22:51:33,0,4009,6141,85
2025-09-15 22:51:35,0,4009,6141,96
2025-09-15 22:51:37,0,4009,6141,98
2025-09-15 22:51:39,0,4009,6141,97
2025-09-15 22:51:41,0,4009,6141,84
2025-09-15 22:51:43,0,4009,6141,95
2025-09-15 22:51:45,0,4009,6141,84
2025-09-15 22:51:47,0,4009,6141,93
2025-09-15 22:51:49,0,4009,6141,97
2025-09-15 22:51:51,0,4009,6141,94
2025-09-15 22:51:53,0,4009,6141,97
2025-09-15 22:51:55,0,4009,6141,88
2025-09-15 22:51:57,0,4009,6141,87
2025-09-15 22:51:59,0,4009,6141,9
